 DAM TYPE 1
  2054  4748  8.00  8.00   1000.  0.0000
  2053  4749  8.00  8.00   1000.  0.0000
  2052  4750  8.00  8.00   1000.  0.0000
  2051  4751  8.00  8.00   1000.  0.0000
  2050  4752  8.00  8.00   1000.  0.0000
  2049  4753  8.00  8.00   1000.  0.0000
  2048  4754  8.00  8.00   1000.  0.0000
  2047  4755  8.00  8.00   1000.  0.0000
  2046  4756  8.00  8.00   1000.  0.0000
  2045  4757  8.00  8.00   1000.  0.0000
  2044  4758  8.00  8.00   1000.  0.0000
  2043  4759  8.00  8.00   1000.  0.0000
  2042  4760  8.00  8.00   1000.  0.0000
  2041  4761  8.00  8.00   1000.  0.0000
  2040  4762  8.00  8.00   1000.  0.0000
  2039  4763  8.00  8.00   1000.  0.0000
  2038  4764  8.00  8.00   1000.  0.0000
  2269  4765  8.00  8.00   1000.  0.0000
  2268  4766  8.00  8.00   1000.  0.0000
  2511  4767  8.00  8.00   1000.  0.0000
  2749  4768  8.00  8.00   1000.  0.0000
  2968  4769  8.00  8.00   1000.  0.0000
  3174  4770  8.00  8.00   1000.  0.0000
  3368  4771  8.00  8.00   1000.  0.0000
  3092  4772  8.00  8.00   1000.  0.0000
  2881  4773  8.00  8.00   1000.  0.0000
  2882  4774  8.00  8.00   1000.  0.0000
  2658  4775  8.00  8.00   1000.  0.0000
  2413  4776  8.00  8.00   1000.  0.0000
  2164  4777  8.00  8.00   1000.  0.0000
  1935  4778  8.00  8.00   1000.  0.0000
  1736  4779  8.00  8.00   1000.  0.0000
  1737  4780  8.00  8.00   1000.  0.0000
  1938  4781  8.00  8.00   1000.  0.0000
  1939  4782  8.00  8.00   1000.  0.0000
  1940  4783  8.00  8.00   1000.  0.0000
  1941  4784  8.00  8.00   1000.  0.0000
  1942  4785  8.00  8.00   1000.  0.0000
  1943  4786  8.00  8.00   1000.  0.0000
  1944  4787  8.00  8.00   1000.  0.0000
  1945  4788  8.00  8.00   1000.  0.0000
  1946  4789  8.00  8.00   1000.  0.0000
  1947  4790  8.00  8.00   1000.  0.0000
  2178  4791  8.00  8.00   1000.  0.0000
  2179  4792  8.00  8.00   1000.  0.0000
  2180  4793  8.00  8.00   1000.  0.0000
  2181  4794  8.00  8.00   1000.  0.0000
  2182  4795  8.00  8.00   1000.  0.0000
  2183  4796  8.00  8.00   1000.  0.0000
  2184  4797  8.00  8.00   1000.  0.0000
  2185  4798  8.00  8.00   1000.  0.0000
  2186  4799  8.00  8.00   1000.  0.0000
  2187  4800  8.00  8.00   1000.  0.0000
  2188  4801  8.00  8.00   1000.  0.0000
  2190  4802  8.00  8.00   1000.  0.0000
  2191  4803  8.00  8.00   1000.  0.0000
  2192  4804  8.00  8.00   1000.  0.0000
  2193  4805  8.00  8.00   1000.  0.0000
  2194  4806  8.00  8.00   1000.  0.0000
  2195  4807  8.00  8.00   1000.  0.0000
  2196  4808  8.00  8.00   1000.  0.0000
  2197  4809  8.00  8.00   1000.  0.0000
  2198  4810  8.00  8.00   1000.  0.0000
  2199  4811  8.00  8.00   1000.  0.0000
  2200  4812  8.00  8.00   1000.  0.0000
  2201  4813  8.00  8.00   1000.  0.0000
  2202  4814  8.00  8.00   1000.  0.0000
  2203  4815  8.00  8.00   1000.  0.0000
  2204  4816  8.00  8.00   1000.  0.0000
  2205  4817  8.00  8.00   1000.  0.0000
  2206  4818  8.00  8.00   1000.  0.0000
  2207  4819  8.00  8.00   1000.  0.0000
  2208  4820  8.00  8.00   1000.  0.0000
  2209  4821  8.00  8.00   1000.  0.0000
  2210  4822  8.00  8.00   1000.  0.0000
  2211  4823  8.00  8.00   1000.  0.0000
  1982  4824  8.00  8.00   1000.  0.0000
  2214  4825  8.00  8.00   1000.  0.0000
  2216  4826  8.00  8.00   1000.  0.0000
  2217  4827  8.00  8.00   1000.  0.0000
  2218  4828  8.00  8.00   1000.  0.0000
  2219  4829  8.00  8.00   1000.  0.0000
  2220  4830  8.00  8.00   1000.  0.0000
  2221  4831  8.00  8.00   1000.  0.0000
  2222  4832  8.00  8.00   1000.  0.0000
  2223  4833  8.00  8.00   1000.  0.0000
  2224  4834  8.00  8.00   1000.  0.0000
  2225  4835  8.00  8.00   1000.  0.0000
  2226  4836  8.00  8.00   1000.  0.0000
  1996  4837  8.00  8.00   1000.  0.0000
  2229  4838  8.00  8.00   1000.  0.0000
  2230  4839  8.00  8.00   1000.  0.0000
  2231  4840  8.00  8.00   1000.  0.0000
  2001  4841  8.00  8.00   1000.  0.0000
  2002  4842  8.00  8.00   1000.  0.0000
  2003  4843  8.00  8.00   1000.  0.0000
  2004  4844  8.00  8.00   1000.  0.0000
  2005  4845  8.00  8.00   1000.  0.0000
  2006  4846  8.00  8.00   1000.  0.0000
  2007  4847  8.00  8.00   1000.  0.0000
  2240  4848  8.00  8.00   1000.  0.0000
  2484  4849  8.00  8.00   1000.  0.0000
  2723  4850  8.00  8.00   1000.  0.0000
  2944  4851  8.00  8.00   1000.  0.0000
  3154  4852  8.00  8.00   1000.  0.0000
  3347  4853  8.00  8.00   1000.  0.0000
  3348  4854  8.00  8.00   1000.  0.0000
  2437  4855  8.00  8.00   1000.  0.0000
  2681  4856  8.00  8.00   1000.  0.0000
  2903  4857  8.00  8.00   1000.  0.0000
  3114  4858  8.00  8.00   1000.  0.0000
  3307  4859  8.00  8.00   1000.  0.0000
  3494  4860  8.00  8.00   1000.  0.0000
  3665  4861  8.00  8.00   1000.  0.0000
  2462  4862  8.00  8.00   1000.  0.0000
  2703  4863  8.00  8.00   1000.  0.0000
  2925  4864  8.00  8.00   1000.  0.0000
  3135  4865  8.00  8.00   1000.  0.0000
  3328  4866  8.00  8.00   1000.  0.0000
  3515  4867  8.00  8.00   1000.  0.0000
  3686  4868  8.00  8.00   1000.  0.0000
  2560  4869  8.00  8.00   1000.  0.0000
  2792  4870  8.00  8.00   1000.  0.0000
  3009  4871  8.00  8.00   1000.  0.0000
  3215  4872  8.00  8.00   1000.  0.0000
  3408  4873  8.00  8.00   1000.  0.0000
  3589  4874  8.00  8.00   1000.  0.0000
  3753  4875  8.00  8.00   1000.  0.0000
  2534  4876  8.00  8.00   1000.  0.0000
  2770  4877  8.00  8.00   1000.  0.0000
  2988  4878  8.00  8.00   1000.  0.0000
  3195  4879  8.00  8.00   1000.  0.0000
  3388  4880  8.00  8.00   1000.  0.0000
  3570  4881  8.00  8.00   1000.  0.0000
  3734  4882  8.00  8.00   1000.  0.0000
 DAM TYPE 2
  2323  4883  4884  8.00  8.00  8.00   1000.  0.0000
  2294  4885  4886  8.00  8.00  8.00   1000.  0.0000
  2189  4887  4888  8.00  8.00  8.00   1000.  0.0000
  2215  4889  4890  8.00  8.00  8.00   1000.  0.0000
